h r t rank freq norm_F
1920 13 5793 6 58 0.92364335
1920 30 230 5 4525 1.9534371
1920 30 241 8 689 1.7126361
1920 30 667 9 1748 1.6671951
1920 42 657 0 1581 1.1530162
1920 61 3357 2 72 0.9400347
1921 123 6433 45 255 0.9430699
1921 123 8880 72 43 0.75835735
1921 147 6747 0 216 0.73563415
1921 327 5616 3 266 0.688415
1922 25 6729 65 37 0.68377334
1922 103 375 0 1338 1.0026985
1923 28 11506 2 10 0.62759715
1923 34 10793 14 70 0.842625
1923 34 12053 5 44 0.640287
1923 105 4496 8 78 0.8055743
1924 14 1038 5 399 0.7376823
1924 49 443 5 918 0.9600979
1924 49 1785 28 1130 1.0359377
1924 49 1792 52 139 0.915708
1924 49 3839 34 465 0.96086586
1924 49 5115 177 41 0.8248816
1924 49 6771 146 47 0.69752324
1925 23 545 2 284 1.284171
1925 70 7281 2 95 0.7069379
1925 95 12757 1 28 0.7486089
1925 97 790 7 189 0.6126242
1925 97 6549 4 144 0.66205263
1925 124 2637 9 698 0.7966663
1925 297 12849 1 11 0.6150747
1925 323 1410 18 528 1.016945
1925 323 2146 2 339 0.9172926
1925 411 11097 3 88 0.69886285
1925 419 1053 6 317 0.6859349
1925 524 138 0 6409 1.2119753
1926 9 9583 7 68 0.98381776
1926 13 3243 2 153 0.9440017
1926 13 11455 56 48 0.9206809
1926 37 3461 30 160 1.2817378
1926 37 4157 23 113 0.97975254
1926 37 4979 10 54 0.7703369
1926 37 6298 2 196 1.0066015
1926 39 1570 18 98 0.9384871
1926 43 101 1 7235 1.6636782
1926 62 154 5 131 0.94743687
1926 63 335 1 1383 0.9002866
1926 94 9453 6 76 1.0223254
1926 454 798 1 113 0.76214683
1927 32 151 318 32 0.94613487
1927 32 243 360 58 0.93772244
1927 32 595 126 194 0.979777
1927 32 777 1600 39 0.86256015
1927 32 864 1316 21 0.8642172
1927 32 1646 704 152 1.0178239
1927 32 2286 134 48 0.7956121
1927 32 2576 269 73 0.9428896
1927 32 2600 332 43 0.8969957
1927 32 3150 424 114 0.9344144
1927 32 4156 88 42 0.91141313
1927 32 4322 258 58 0.9389765
1927 32 4394 266 55 0.9466011
1927 32 4621 66 140 0.8911985
1927 32 4977 390 87 0.9043094
1927 32 5044 232 29 0.8530388
1927 32 5118 351 171 0.93258995
1927 32 5481 838 69 0.9434503
1927 32 5635 339 87 0.99055123
1927 32 5750 263 81 0.8326271
1927 32 5999 308 84 0.96509343
1927 32 6021 0 59 0.859083
1927 32 6200 445 39 0.89893794
1927 32 6509 309 44 0.92296827
1927 32 7491 184 70 0.78302866
1927 32 7719 156 59 0.89985347
1927 32 8232 285 80 0.8119999
1927 32 8473 371 61 0.9093065
1927 32 8608 801 26 0.76009417
1927 32 9793 251 25 0.85938287
1927 32 11319 158 55 0.9827366
1927 32 11379 2121 43 0.93915635
1927 32 12753 311 27 0.7614725
1927 32 13702 141 14 0.88316464
1927 609 1927 0 592 1.5071228
1928 22 626 6 293 0.990235
1928 485 8556 2 71 0.9076651
1929 23 4004 2 161 1.3781211
1929 28 7080 9 12 0.6518496
1929 34 2882 4 420 1.1703205
1929 43 403 0 4670 2.2411892
1929 97 1456 37 67 0.64506245
1929 97 2074 27 141 0.64089423
1929 97 3274 38 173 0.65266997
1929 97 5119 23 80 0.6233495
1929 97 6795 47 88 0.64072233
1929 97 7172 22 95 0.60379
1929 97 9739 24 77 0.59427667
1929 105 1785 2 1130 1.0359377
1929 124 789 4 692 0.7670322
1929 124 3334 41 109 0.64414823
1929 124 9662 33 61 0.61052775
1929 132 9662 30 61 0.61052775
1929 297 11751 7 16 0.75359446
1929 326 4166 0 243 1.0083084
1929 453 4069 0 156 0.7267304
1930 1 9493 8 60 0.78883237
1930 19 2797 2 428 0.91199744
1930 19 4030 4 18 0.852949
1930 53 2797 2 428 0.91199744
1930 53 4565 0 71 0.8750657
1930 210 9908 3 35 0.67795753
1930 276 2797 2 428 0.91199744
1930 398 8729 3 17 0.7560811
1930 964 12949 1 45 0.6773274
1932 326 4166 0 243 1.0083084
1933 3 632 6 58 0.8559682
1933 119 4279 378 46 0.7088285
1934 257 1068 4 665 1.00422
1934 542 2028 10 1039 1.1372966
1935 32 7417 665 59 0.8523684
1935 32 10957 5 34 0.873986
1936 22 5328 157 26 0.7138763
1936 37 3237 1 185 0.91993314
1936 37 9771 9 80 0.81153345
1936 146 2539 0 807 0.9567228
1936 349 4398 32 150 0.9592862
1937 140 189 82 121 0.9420577
1937 140 1751 10403 146 0.95668113
1937 140 1793 25 99 0.9145756
1937 140 1894 45 83 0.93546766
1937 140 2868 198 93 0.9777948
1937 140 4452 118 67 0.92389375
1937 140 4802 92 46 0.92594975
1937 140 13274 71 54 0.9151594
1938 27 3179 92 43 0.8121431
1938 27 4490 62 104 0.87851536
1938 27 6298 6 196 1.0066015
1938 27 6973 32 169 1.0764881
1938 27 7484 26 72 0.77319634
1938 47 948 183 81 0.90531856
1938 47 1965 34 32 0.82228416
1938 47 6294 116 49 0.8641546
1939 16 238 6 185 0.92709625
1939 16 1378 9 252 1.0324513
1940 138 10 2 3576 1.076643
1941 16 364 13 234 1.0426968
1941 16 975 4 239 1.0299397
1941 26 3752 61 85 0.8996329
1941 26 4543 16 53 0.8638585
1942 27 363 77 112 1.1127046
1942 27 2004 15 543 1.2250779
1942 27 2048 64 120 0.9388108
1942 27 3502 58 196 0.9237166
1942 27 4194 75 178 1.110931
1942 27 7830 21 51 0.6591666
1942 27 11098 9 49 0.79419255
1942 27 13000 57 52 0.7501568
1942 47 1041 171 73 0.9300387
1942 47 4255 124 78 0.9870902
1942 47 5916 28 107 0.9304787
1942 47 6503 114 65 0.88628954
1942 47 6515 19 113 0.9973853
1943 7 7527 8 119 1.0007517
1943 21 251 0 2924 0.9742783
1943 52 129 3 925 1.5548675
1944 11 1096 158 72 0.90683097
1944 11 1863 166 63 0.90300256
1944 11 2047 93 62 0.9213368
1944 11 3069 235 99 1.0743599
1944 11 3561 211 71 0.9136774
1944 11 4214 77 108 0.9899367
1944 11 4684 180 89 0.92205393
1944 11 6124 46 162 1.031497
1944 11 6343 354 88 1.0624684
1944 11 9331 172 92 1.007896
1944 11 10779 171 103 0.99495834
1944 11 11058 111 119 1.0819498
1944 16 1048 28 72 0.808713
1944 16 2391 57 76 0.7627662
1944 16 6181 72 55 0.75377715
1944 16 7980 40 75 0.7700999
1944 16 8531 42 71 0.8343764
1944 16 9738 35 65 0.8419489
1944 16 10507 34 70 0.7910793
1944 26 729 102 41 0.94222385
1944 26 1762 96 97 1.0509849
1944 26 2264 100 97 0.98269564
1944 26 2941 84 115 0.9442422
1944 26 3499 523 28 0.8927998
1944 26 7931 52 95 0.8978267
1944 26 9963 135 31 0.82188773
1944 26 9980 8 56 0.98518574
1944 26 13299 134 35 0.95923615
1944 72 6124 90 162 1.031497
1944 72 6787 103 97 0.9909857
1944 72 8432 44 95 0.96294945
1944 72 11398 75 66 0.93588364
1944 79 5677 12 76 1.0077832
1944 79 9841 4 40 0.8645316
1944 79 10618 8 57 1.0702173
1944 79 11528 19 32 0.9021177
1944 415 4990 1 156 0.7789084
1946 10 1077 2 375 1.1592201
1946 20 314 18 647 0.9949812
1946 20 1381 23 509 0.9221102
1946 20 2407 132 185 0.9976259
1946 20 6637 45 146 0.83120793
1947 22 3258 5 273 0.86886793
1947 30 2484 3 766 1.5062926
1947 63 211 0 1993 0.9243597
1947 168 2731 0 639 1.6463255
1948 38 1947 8 42 0.884802
1948 38 6686 68 38 0.7619907
1949 13 4342 7 102 0.920472
1949 13 7199 16 58 0.86028194
1949 37 5994 51 131 1.137621
1949 39 6093 484 45 0.8530412
1949 39 6565 9 53 0.93210936
1949 43 101 1 7235 1.6636782
1949 94 1975 4 111 0.93747896
1949 94 2272 29 84 0.9228563
1949 485 8556 1 71 0.9076651
1950 10 369 2 655 1.3938969
1950 10 1495 25 200 0.9479212
1950 19 9555 5 60 0.9162705
1950 44 4 0 2908 1.4201012
1950 44 129 2 925 1.5548675
1950 50 4232 17 166 1.1330929
1950 56 138 0 6409 1.2119753
1950 157 12646 1 37 0.8853712
1950 172 8180 0 226 0.9529317
1950 209 657 0 1581 1.1530162
1951 3 2521 13 177 0.94490266
1951 3 3507 7 236 0.9528636
1951 9 2504 12 162 1.0571133
1951 13 287 18 354 0.9229599
1951 13 9142 15 87 0.97217107
1951 37 199 5 447 1.3625729
1951 153 2882 5 420 1.1703205
1952 1 10141 4 26 0.74515516
1952 615 251 0 2924 0.9742783
1953 282 3049 43 143 0.86170083
1953 282 3927 19 118 0.97453314
1953 282 5553 18 226 0.9382846
1953 282 11729 58 27 0.7104094
1953 282 11998 11 16 0.665836
1953 559 1094 96 890 1.496468
1954 78 3108 5 192 0.93458736
1954 140 350 0 61 0.8717521
1954 140 4613 44 129 0.92205775
1955 61 5266 5 71 0.79847723
1955 71 1209 3 199 0.83554727
1955 71 5497 0 52 0.76680714
1955 80 56 1 117 0.94078857
1955 98 953 4 140 1.049157
1955 128 5132 1 87 0.97248125
1955 148 9869 10 59 0.9468144
1955 203 3347 0 64 0.89245534
1956 30 1927 1 592 1.5071228
1956 128 4282 0 132 1.0045232
1956 520 4582 6 155 1.060273
1956 520 11785 12 79 0.8749058
1957 35 2207 28 112 0.98400533
1957 35 4800 46 66 0.98468393
1957 35 5180 23 57 0.8953164
1957 35 10963 34 40 0.8927751
1958 17 35 0 1486 1.0222744
1958 212 12279 0 30 0.84265834
1958 279 3504 3 185 0.92751306
1959 23 706 2 1049 1.093441
1959 23 4777 3 78 0.8159243
1959 25 9518 6 129 0.7995627
1959 40 4067 8 111 0.9570173
1959 43 403 1 4670 2.2411892
1960 81 240 0 3933 1.1217115
1961 22 6167 3 76 0.88891804
1961 146 334 2 856 0.89023775
1961 146 653 9 1122 0.9339195
1961 146 2539 1 807 0.9567228
1961 146 3335 11 360 0.8449156
1961 165 3322 1 163 0.8877015
1962 10 1600 6 382 1.314768
1962 10 2071 28 562 1.3872352
1962 10 2568 27 174 1.204896
1962 20 176 10 999 1.027247
1962 20 327 69 113 0.92372316
1962 20 482 37 228 0.870886
1962 20 2216 52 309 0.85420233
1962 20 2328 27 505 1.0008395
1962 46 107 1 1606 1.3561887
1962 50 775 1 925 1.3399267
1962 50 1616 2 303 1.1544683
1962 53 4994 4 161 0.9475019
1963 37 82 6 511 1.3817897
1963 164 290 6 128 0.9510213
1963 164 1678 9 491 1.1053246
1963 203 6035 19 56 0.84000397
1964 7 648 4 187 0.9990123
1964 7 2739 2 94 0.97360766
1964 10 918 6 318 1.418857
1964 53 1414 40 163 1.0090585
1965 13 10763 3 51 0.84360844
1965 22 784 0 148 1.1209308
1965 24 10828 1 26 0.7667545
1965 37 3352 0 75 0.7212733
1965 37 5537 3 47 0.64431095
1965 37 6405 5 42 0.6774993
1965 43 101 0 7235 1.6636782
1965 164 6405 5 42 0.6774993
1966 23 1381 1 509 0.9221102
1966 110 1381 1 509 0.9221102
1966 114 1965 9 32 0.82228416
1966 114 12603 3020 10 0.69734263
1966 236 2517 13 118 0.9263769
1967 114 3294 18 241 0.941133
1967 217 5293 1 21 0.6617541
1967 267 58 1 9739 1.2333069
1967 411 1674 0 312 0.9935367
1970 26 2541 3 47 0.80036217
1970 26 10017 27 63 0.82884234
1970 26 10426 475 45 0.7546608
1970 26 11518 21 43 0.80827266
1970 79 9894 1 46 0.8561615
1970 122 1271 10 878 1.3774861
1971 164 4828 3 107 0.70340776
1972 27 740 91 85 0.84902185
1972 27 2709 80 213 1.0655774
1972 27 2943 81 73 0.8316749
1972 27 3718 23 106 0.8885462
1972 27 3931 60 49 0.65418994
1972 27 4905 54 61 0.76905024
1972 27 7484 66 72 0.77319634
1972 27 9340 9 49 0.6678777
1972 27 12733 38 36 0.63626665
1972 47 1112 131 186 0.9349423
1972 47 1414 33 163 1.0090585
1972 47 3245 161 294 0.90389556
1972 47 4163 94 67 0.8864067
1972 47 7268 113 100 0.89568186
1972 47 7313 109 78 0.86062557
1973 16 3168 8 234 0.99685556
1973 26 1894 0 83 0.93546766
1973 26 3149 3 138 0.9319911
1973 26 3183 2 53 0.9461622
1974 71 991 0 272 0.9554655
1974 218 8131 1 24 0.65268004
1975 13 4460 14 99 0.9893785
1975 13 8299 31 118 0.9442351
1975 22 2194 2 220 0.928322
1975 22 5566 1 240 0.9790847
1975 63 335 1 1383 0.9002866
1975 80 4061 8 271 0.993262
1975 164 3718 4 106 0.8885462
1976 6 8128 33 78 0.57375634
1976 6 10179 21 79 0.5725142
1976 6 12020 50 58 0.57803476
1976 23 4971 7 24 1.0355464
1976 34 2882 12 420 1.1703205
1976 411 5614 4 107 0.81369084
1977 13 1496 6 54 0.9077482
1977 13 4575 10 258 0.8969509
1977 13 6587 7 58 0.8990387
1977 84 58 2 9739 1.2333069
1977 164 909 0 484 1.5038769
1978 42 6490 0 250 0.93188405
1978 80 8691 0 213 1.0343382
1978 165 7706 5 21 0.67073977
1979 322 1818 0 1155 1.0139713
1979 620 1818 2 1155 1.0139713
1980 3 2729 21 191 0.9158181
1980 3 7314 11 56 0.8916364
1980 9 4046 8 179 1.0564443
1980 9 7656 14 69 0.8808795
1980 13 26 3 142 0.9583134
1980 13 2729 19 191 0.9158181
1980 37 522 15 307 1.4460849
1980 37 775 5 925 1.3399267
1980 37 3060 2 417 1.176744
1980 75 1431 690 91 0.92718863
1980 478 1818 0 1155 1.0139713
1981 46 3034 11 196 1.0815322
1981 100 7952 2 41 0.73171985
1981 196 5467 3 62 0.8214084
1981 290 9659 4 72 0.90179896
1982 25 1802 0 403 1.0152638
1982 103 5786 0 82 0.8708894
1982 202 999 0 230 0.8752815
1983 30 486 0 66 0.8319337
1983 164 14619 1 5 0.62941974
1983 456 1707 4 87 0.8176274
1983 456 8524 5 28 0.8240756
1983 545 1802 1 403 1.0152638
1984 13 5187 21 55 0.9198852
1984 30 2484 4 766 1.5062926
1984 37 1224 15 155 0.95378214
1984 37 2004 8 543 1.2250779
1985 16 975 5 239 1.0299397
1985 16 1378 15 252 1.0324513
1985 16 1942 1 244 1.0196991
1985 26 3048 31 70 0.89286333
1985 26 3230 108 98 1.0355506
1985 26 3741 374 86 0.95941126
1985 26 4907 55 76 0.8646106
1985 26 5038 116 60 0.92963374
1985 26 6380 33 86 0.8963627
1985 26 6924 91 77 1.0043976
1985 79 1582 76 99 0.86095613
1985 79 1975 20 111 0.93747896
1985 79 6539 54 82 0.9173837
1985 79 11811 82 62 0.9464517
1986 181 3337 59 130 0.8687943
1986 181 10512 179 18 0.6938297
1986 219 1801 35 154 0.80592465
1986 219 2670 9 294 0.8558693
1986 219 11594 74 23 0.7918871
1987 23 3545 3 13 0.586864
1988 9 952 9 92 1.0582567
1988 9 8109 13 78 0.9461399
1989 41 24 1 326 0.7362389
1989 43 403 1 4670 2.2411892
1989 105 3273 5 259 0.95849097
1989 105 3381 6 524 0.92308474
1989 132 2637 0 698 0.7966663
1989 152 6187 1 136 0.7853082
1989 378 251 1 2924 0.9742783
1989 515 3381 7 524 0.92308474
1990 28 1563 365 213 0.9001901
1990 28 5241 11 42 0.7782033
1990 28 5641 213 85 0.7854681
1990 28 7505 6 29 0.6949558
1990 28 7572 3 36 0.9301467
1991 26 9500 3 40 0.89816016
1992 13 67 24 88 0.9386509
1992 13 6198 8 73 0.9051257
1992 148 1306 62 78 1.040423
1992 148 2500 12 68 0.891702
1992 148 3311 27 63 0.8776798
1992 148 3454 39 320 1.1562055
1992 148 3913 59 174 1.0361174
1992 148 4314 48 66 0.97819066
1992 148 5180 34 57 0.8953164
1992 148 6159 9 99 0.9589427
1992 214 833 0 721 1.1153644
1992 298 10043 0 45 0.7360555
1993 3 2998 3 127 0.7933284
1993 13 2998 3 127 0.7933284
1993 298 80 17 70 0.81343496
1994 1 2883 10 76 0.93565786
1994 1 10797 3 42 0.8627942
1994 210 9908 7 35 0.67795753
1994 276 1993 11 53 0.7191268
1994 276 4831 0 32 0.8229648
1994 276 5260 5 113 0.946298
1995 23 2561 1 193 0.94586676
1995 240 240 0 3933 1.1217115
1995 326 2241 0 945 1.2877724
1996 9 2715 0 72 0.9595533
1996 9 5313 9 58 0.8953903
1996 142 6188 7 73 0.88313895
1997 30 681 3 1254 1.5137497
1997 30 1104 2 1186 1.4651741
1997 37 1550 13 158 0.8728007
1997 37 4900 18 133 0.914125
1997 37 5565 2 149 0.98162
1997 142 1692 1 33 0.9528744
1998 3 126 5 76 0.8523398
1998 3 7136 6 41 0.8395214
1998 13 627 2 82 0.89100754
1998 13 6415 1 98 0.864938
1998 37 5537 3 47 0.64431095
1998 42 6490 0 250 0.93188405
1999 13 1998 7 98 0.8357656
2000 9 9360 13 52 0.76355517
2000 30 651 6 1223 1.5969965
2000 37 542 4 258 1.2746751
2000 37 1347 146 247 1.4555331
2000 71 4954 1 118 0.92136353
2000 168 36 0 5545 1.5780802
2001 7 2000 4 54 0.9447316
2001 10 760 2 777 1.2289217
2001 10 806 4 813 1.270185
2001 10 1518 64 639 1.3847115
2001 10 2480 15 317 1.0810791
2001 19 467 2 207 0.90184957
2001 20 58 0 9739 1.2333069
2001 50 791 8 854 1.2706488
2001 50 972 4 980 1.344464
2001 53 7053 6 80 0.96138835
2001 328 3255 0 58 0.94948053
2002 36 6443 52 118 0.83519274
2002 36 7320 76 27 0.7130858
2002 36 9734 47 57 0.8533908
2002 36 11933 70 30 0.7599057
2003 1 2143 6 55 0.9209037
2003 470 10909 4 39 0.90123534
2004 26 189 106 121 0.9420577
2004 26 514 178 292 0.97141886
2004 26 1390 210 111 0.94208723
2004 26 2266 127 42 0.87032336
2004 26 2621 186 68 0.9431137
2004 26 2833 60 163 0.9288726
2004 26 3245 253 294 0.90389556
2004 26 3369 344 68 0.8558099
2004 26 3769 94 173 0.9439806
2004 26 3977 176 92 0.9292063
2004 26 4075 159 136 0.95088536
2004 26 4118 80 65 0.9705664
2004 26 4304 233 137 0.9084553
2004 26 4625 220 70 1.0162896
2004 26 4727 115 103 0.9258807
2004 26 6503 58 65 0.88628954
2004 26 7204 153 42 0.89402115
2004 26 7849 169 57 0.9818797
2004 26 8576 203 184 0.9186239
2004 26 9816 196 65 0.9344003
2004 26 9978 91 89 0.8685522
2004 26 10183 133 63 1.007109
2004 26 10375 189 66 0.9739438
2004 26 10958 131 56 0.87644035
2004 79 2159 157 78 0.88291675
2004 79 3752 7 85 0.8996329
2004 79 4075 211 136 0.95088536
2004 79 4091 15 55 0.8645157
2004 79 4100 72 92 0.95270115
2004 79 4163 71 67 0.8864067
2004 79 4164 26 55 0.94035906
2004 79 4257 226 102 0.974214
2004 79 4405 90 74 0.9165052
2004 79 7313 30 78 0.86062557
2004 79 9480 89 53 0.8292535
2004 79 11161 158 79 0.93100435
2004 79 12666 222 50 0.91933656
2005 13 4635 10 72 0.9210938
2005 37 1175 1 702 1.5095747
2005 42 7892 0 104 0.93626374
2006 3 9133 8 66 0.86882854
2006 73 214 1 3018 1.4734644
2006 128 5442 0 111 0.82546175
2007 121 240 0 3933 1.1217115
2009 22 784 8 148 1.1209308
2009 63 212 0 696 0.9125315
2009 63 335 3 1383 0.9002866
2009 63 653 1 1122 0.9339195
2009 283 9195 1 71 0.81548095
2010 23 348 1 71 0.9216204
2010 110 1732 1 791 0.93860066
2010 297 12807 0 13 0.55742085
2011 73 214 1 3018 1.4734644
2013 30 71 5 559 1.470288
2013 30 230 10 4525 1.9534371
2013 61 8570 0 75 0.930315
2014 43 403 0 4670 2.2411892
2014 103 859 1 582 0.8802275
2014 144 262 3 179 0.9063267
2014 144 7152 2 97 0.7631745
2014 308 138 1 6409 1.2119753
2015 13 3301 8 52 0.9169748
2015 13 3611 2 51 0.87674004
2015 13 4410 9 111 0.94174594
2015 13 8259 18 87 0.9414355
2015 61 953 0 140 1.049157
2015 61 6278 1 127 0.87953126
2016 23 278 1 1225 1.030693
2016 23 12018 2 45 0.7207954
2017 40 1996 3 47 0.92458516
2017 40 5300 658 28 0.889886
2017 40 7078 0 87 0.86430645
2017 103 375 0 1338 1.0026985
2017 258 138 0 6409 1.2119753
2018 43 101 1 7235 1.6636782
2018 101 2018 0 388 1.0420477
2018 114 156 53 70 0.91227734
2018 114 1285 8496 72 0.95889956
2018 114 1318 2406 41 0.9443225
2018 114 2981 118 15 0.79851556
2018 114 6429 78 72 0.93262213
2018 114 7306 149 42 0.91555905
2018 114 8399 84 18 0.78127414
2018 114 8480 102 98 1.0125556
2018 114 8659 72 20 0.8327346
2018 114 8796 3329 22 0.8605835
2018 160 1633 1 170 1.0096378
2018 160 2526 73 78 0.98519206
2018 160 5877 93 94 1.0268317
2018 257 4713 1 228 0.94612944
2018 446 8615 3 34 0.6753807
2018 530 6027 4 51 0.6556496
2019 22 5379 10 30 0.7131042
2019 349 10236 7 24 0.64731604
2020 7 155 12 265 0.9202306
2020 7 3915 2 44 0.9378149
2020 10 682 6 1177 1.4112899
2020 20 58 0 9739 1.2333069
2020 52 4 5 2908 1.4201012
2020 52 964 4 186 1.2228962
2020 53 1249 8 56 0.9051907
2021 43 101 0 7235 1.6636782
2021 84 706 1 1049 1.093441
2021 165 10379 5 22 0.8556948
2022 54 371 48 58 0.92191154
2022 54 2215 55 126 1.1066132
2022 54 2538 819 91 0.9556743
2022 54 3597 45 71 0.97646403
2022 54 4427 61 56 0.92469513
2022 54 5164 320 39 0.7490384
2023 7 712 3 80 1.0501761
2023 7 1816 5 60 0.9493652
2023 10 1046 14 238 1.1138904
2023 10 1678 1 491 1.1053246
2023 10 1944 18 759 1.2959174
2023 44 787 4 508 1.2944207
2023 44 1095 0 1265 1.438653
2023 44 2871 2 97 0.9887798
2023 53 1816 4 60 0.9493652
2024 22 478 3 357 1.0185663
2024 30 2583 4 313 1.2860252
2024 37 2004 0 543 1.2250779
2024 283 2273 1 41 0.73696417
2025 140 636 25 48 0.96409416
2025 140 922 392 97 0.8823978
2025 140 1382 11 92 0.9041311
2025 140 1811 269 78 0.9654451
2025 140 1826 99 119 0.9386585
2025 140 2942 91 42 0.7837826
2025 140 3392 6 61 0.9091215
2025 140 5765 48 65 0.90541756
2025 140 7114 24 64 0.92634547
2025 140 7581 804 52 0.87795645
2025 140 7985 62 73 0.9286287
2025 161 13077 1 42 0.8562007
2026 114 3620 3 79 0.95632887
2026 121 240 0 3933 1.1217115
2026 217 9904 1 23 0.57760125
2027 201 951 1 126 0.7141399
2027 390 2667 0 462 0.9247911
2028 28 154 18 131 0.94743687
2028 28 7731 9 16 0.70808977
2028 28 7977 3 34 0.8932886
2028 28 9202 1 15 0.72844756
2028 114 631 57 30 0.8987366
2028 114 2503 86 57 0.9152493
2028 114 4141 14 34 0.920939
2028 114 4265 99 44 0.8842756
2028 114 7660 76 61 0.90933406
2028 114 9337 131 87 1.005013
2028 114 9396 95 11 0.7597679
2028 114 9669 46 28 0.7436853
2028 114 10164 63 32 0.9030726
2028 114 11507 1143 31 0.9476509
2028 114 13862 18 23 0.8289727
2028 160 563 157 61 0.935
2028 160 1515 89 109 0.9795207
2028 160 1687 152 81 0.91696256
2028 160 1946 113 97 1.0354254
2028 160 2167 117 109 0.95204103
2028 160 2262 353 112 0.9323834
2028 160 2633 79 63 0.9202412
2028 160 8800 249 124 1.0136168
2028 160 8863 1201 122 0.96179986
2028 236 3245 42 294 0.90389556
2028 307 8477 11 73 0.5762131
2029 3 1807 3 55 0.8449044
2029 9 6305 8 91 0.913659
2029 13 9777 16 56 0.9005061
2029 13 9920 10 53 0.851303
2029 39 3356 15 123 0.97561663
2029 39 4105 25 114 0.9033683
2029 39 10373 17 60 0.862015
2029 73 214 0 3018 1.4734644
2029 168 2731 0 639 1.6463255
2030 71 8830 1 86 1.0447946
2030 203 130 7 58 0.8114375
2031 30 338 1 1746 1.8592455
2031 42 2028 0 1039 1.1372966
2031 73 214 0 3018 1.4734644
2031 84 58 1 9739 1.2333069
2031 167 3202 8 72 0.9444314
2032 726 3138 43 138 1.0451914
2033 7 11650 3 20 0.69199497
2033 48 247 0 809 1.0898685
2033 544 301 0 232 0.9416577
2033 605 10184 5 22 0.75095123
2034 195 12413 5 55 0.5621775
2035 43 101 0 7235 1.6636782
2035 114 1337 0 79 0.9490194
2037 7 123 0 234 0.9795234
2037 10 1077 4 375 1.1592201
2037 10 4220 2 204 1.1855706
2037 20 58 0 9739 1.2333069
2037 21 251 3 2924 0.9742783
2037 52 4 3 2908 1.4201012
2037 52 77 31 277 1.397321
2039 20 314 10 647 0.9949812
2039 20 2254 26 350 0.8902668
2039 20 2328 25 505 1.0008395
2039 20 3381 41 524 0.92308474
2039 20 3839 27 465 0.96086586
2039 21 251 2 2924 0.9742783
2039 52 253 8 1217 1.4693379
2039 52 2362 4 155 1.0465313
2039 53 11059 0 52 0.9349225
2040 3 4575 24 258 0.8969509
2040 13 1117 3 82 0.85966283
2040 30 1462 0 1151 1.8802359
2040 80 9992 6 80 0.8714713
2040 128 3559 0 213 1.0109575
2040 355 4659 1 237 0.87436455
2041 59 1274 12 688 0.6644673
2041 123 4136 24 54 0.76709324
2041 138 604 0 457 0.7028272
2041 138 4491 2 522 0.69464445
2041 191 352 5 139 0.87298685
2041 191 879 2 368 0.79472953
2041 204 146 12 623 0.685262
2041 204 1556 10 435 0.64552295
2041 204 2482 11 599 0.6947436
2041 204 6543 15 317 0.6721231
2041 228 2482 8 599 0.6947436
2041 383 1274 8 688 0.6644673
2041 502 4218 1 120 0.71802485
2042 3 488 4 159 0.92415565
2042 13 1240 26 176 0.95786846
2042 13 4244 28 132 0.96129405
2042 61 1329 1 286 1.0961273
2042 119 2028 2 1039 1.1372966
2042 232 5118 66 171 0.93258995
2042 423 162 5147 75 0.88171124
2042 485 4702 3 45 0.8399552
2043 10 3443 0 469 1.243943
2043 10 4640 6 132 1.035994
2043 50 3443 1 469 1.243943
2043 227 10173 0 91 1.0257969
2044 6 2096 21 55 0.5564279
2044 6 2546 26 53 0.57006526
2044 6 5254 23 76 0.59071493
2044 6 6977 29 53 0.59616315
2044 6 9934 13 73 0.57207996
2044 6 11042 33 44 0.58230233
2044 28 2508 54 45 0.733635
2044 28 3883 52 32 0.7690667
2044 28 6135 37 22 0.6451216
2044 28 9703 41 20 0.68909514
2044 34 3751 4 60 0.7092756
2044 34 4039 10 76 0.8687231
2044 105 2561 5 193 0.94586676
2044 297 3962 3 22 0.6324197
2044 297 6705 11 22 0.6440476
2044 473 58 1 9739 1.2333069
2045 23 2044 1 243 0.98575157
2045 114 12439 0 42 0.89386916
2046 35 14 53 127 1.0384802
2046 35 1335 17 48 0.96911377
2046 35 4083 30 75 1.0276257
2046 35 4888 104 65 0.95787644
2046 35 6337 19 62 0.9719708
2046 35 6428 116 56 0.96038055
2046 35 6986 220 45 0.842605
2046 35 7443 79 37 0.8889003
2046 35 8484 22 85 1.010088
2046 35 9516 71 73 0.94051254
2046 35 11446 118 71 0.94488204
2046 35 12563 376 81 0.9430902
2046 36 1842 14 52 0.837585
2046 36 5772 82 60 0.8227051
2046 36 9561 99 23 0.79955125
2046 36 11431 4 131 0.90095514
2047 10 134 14 1120 1.4161556
2047 10 701 7 926 1.4485118
2047 50 419 9 714 1.3417675
2047 50 760 1 777 1.2289217
2047 157 2940 0 45 0.90396297
2048 16 1938 10 189 0.99544036
2048 16 10699 6 143 0.918897
2048 26 1414 3 163 1.0090585
2048 26 4091 10 55 0.8645157
2048 26 8299 60 118 0.9442351
2048 26 11161 7 79 0.93100435
2048 79 901 12 50 0.8530292
2048 79 1414 9 163 1.0090585
2048 79 7313 8 78 0.86062557
2049 13 2659 1 79 0.95898026
2049 13 3752 9 85 0.8996329
2049 13 6207 1112 73 0.8738092
2049 30 599 5 58 0.93171465
2049 71 12583 0 30 0.7404325
2049 269 335 2 1383 0.9002866
