h h_freq h_norm_F r r_freq r_norm_F t t_freq t_norm_F rank
1887 86 1.0240377 53 6196 1.0805618 5216 202 0.9036207 1
1888 51 0.93887436 30 11636 2.1335795 1935 68 0.94809735 3
1888 51 0.93887436 37 12175 1.5415074 6020 110 1.0058736 4
1889 53 0.89500463 67 1772 1.6375158 902 1090 0.9266572 13
1889 53 0.89500463 84 4198 1.7149895 58 9739 1.2333069 0
1890 443 1.2925223 16 2835 1.790336 3096 74 0.70663387 72
1890 443 1.2925223 16 2835 1.790336 7376 83 0.8661633 30
1890 443 1.2925223 16 2835 1.790336 10245 75 0.809436 39
1890 443 1.2925223 26 12166 1.5635737 2454 183 0.9629153 107
1890 443 1.2925223 26 12166 1.5635737 2659 79 0.95898026 104
1890 443 1.2925223 26 12166 1.5635737 3178 85 0.94279206 335
1890 443 1.2925223 26 12166 1.5635737 3880 50 0.9736248 4894
1890 443 1.2925223 26 12166 1.5635737 5260 113 0.946298 129
1890 443 1.2925223 26 12166 1.5635737 6248 35 0.86005366 86
1890 443 1.2925223 26 12166 1.5635737 6711 26 0.83800197 103
1890 443 1.2925223 26 12166 1.5635737 7709 30 0.84293884 85
1890 443 1.2925223 26 12166 1.5635737 7776 81 0.88151574 43
1890 443 1.2925223 26 12166 1.5635737 9258 28 0.82726836 142
1890 443 1.2925223 72 3311 1.7173545 9744 67 0.90023756 44
1890 443 1.2925223 79 5680 1.5151062 1414 163 1.0090585 54
1890 443 1.2925223 79 5680 1.5151062 12844 33 0.85422975 53
1890 443 1.2925223 79 5680 1.5151062 13175 46 0.9144069 17
1891 69 0.95769393 13 15998 0.114069685 1758 76 0.94003946 13
1891 69 0.95769393 37 12175 1.5415074 630 291 1.274286 1
1891 69 0.95769393 61 6278 1.1391914 2262 112 0.9323834 1
1892 74 0.8517838 27 2785 1.7825899 1580 278 1.3344952 21
1892 74 0.8517838 205 909 1.3760536 1727 118 1.0013157 154
1892 74 0.8517838 205 909 1.3760536 2582 59 0.93314344 7
1893 23 0.608519 105 2055 0.39276186 11229 21 0.61891204 2
1893 23 0.608519 310 370 1.1763793 138 6409 1.2119753 0
1894 83 0.93546766 13 15998 0.114069685 4921 221 0.9167395 6
1894 83 0.93546766 24 2030 1.5031841 3244 518 1.4654955 0
1894 83 0.93546766 30 11636 2.1335795 681 1254 1.5137497 4
1894 83 0.93546766 165 2257 1.3923465 4432 52 0.7793699 24
1894 83 0.93546766 568 190 1.1935078 2357 74 1.0198714 10
1895 49 0.79862314 77 2592 1.5428189 1509 199 0.92845815 13
1897 69 0.8999395 7 9466 1.1578392 3506 109 0.97920656 27
1897 69 0.8999395 19 2997 1.0815887 1359 266 0.8255598 1
1897 69 0.8999395 53 6196 1.0805618 1359 266 0.8255598 1
1898 101 0.9595044 7 9466 1.1578392 1951 93 0.946793 1
1898 101 0.9595044 7 9466 1.1578392 6694 82 0.98451304 22
1898 101 0.9595044 7 9466 1.1578392 7555 34 0.87221235 9
1898 101 0.9595044 19 2997 1.0815887 1111 180 1.0192531 6
1898 101 0.9595044 19 2997 1.0815887 1951 93 0.946793 4
1898 101 0.9595044 50 3310 1.7224858 3090 74 0.7850232 6
1898 101 0.9595044 52 7268 1.8500432 787 508 1.2944207 11
1898 101 0.9595044 313 601 1.345225 7108 50 0.8543963 1
1899 165 0.83335435 15 2655 0.84674066 2675 105 0.8526171 3
1899 165 0.83335435 15 2655 0.84674066 7734 79 0.8261625 95
1899 165 0.83335435 69 1938 1.5429428 2676 38 0.83281434 14
1899 165 0.83335435 136 3795 0.6693034 212 696 0.9125315 31
1899 165 0.83335435 136 3795 0.6693034 1001 534 0.84886426 22
1899 165 0.83335435 136 3795 0.6693034 4059 180 0.84008014 29
1899 165 0.83335435 136 3795 0.6693034 7001 39 0.8682076 64
1899 165 0.83335435 136 3795 0.6693034 8015 133 0.82540524 41
1900 75 0.86285716 13 15998 0.114069685 5214 130 0.92247754 8
1900 75 0.86285716 13 15998 0.114069685 6415 98 0.864938 6
1901 148 0.9621434 7 9466 1.1578392 11920 34 0.90304404 4
1901 148 0.9621434 10 9439 1.8021008 21 565 1.1967161 12
1901 148 0.9621434 10 9439 1.8021008 628 214 1.3684151 57
1901 148 0.9621434 20 12893 2.6776102 2151 404 0.87029713 27
1901 148 0.9621434 20 12893 2.6776102 5733 184 0.7915636 90
1901 148 0.9621434 46 6094 2.1834626 613 125 1.1335592 6
1901 148 0.9621434 50 3310 1.7224858 134 1120 1.4161556 21
1901 148 0.9621434 50 3310 1.7224858 323 379 1.2382945 15
1901 148 0.9621434 50 3310 1.7224858 791 854 1.2706488 5
1901 148 0.9621434 53 6196 1.0805618 7596 55 0.9450089 7
1901 148 0.9621434 134 384 1.2028446 10358 72 0.94918567 2
1901 148 0.9621434 418 336 1.0163332 10339 35 0.8516882 0
1902 31 0.813156 373 95 0.8683099 6255 50 0.91775316 73
1903 60 0.8914642 88 756 1.2628504 1031 33 0.8427768 18
1903 60 0.8914642 88 756 1.2628504 3585 78 0.8733221 52
1904 33 0.8477113 7 9466 1.1578392 11782 18 0.7682424 3
1904 33 0.8477113 7 9466 1.1578392 12686 10 0.68695146 6
1904 33 0.8477113 184 2331 1.3397291 9267 27 0.7357209 0
1904 33 0.8477113 605 114 1.0605719 6499 38 0.9015515 21
1904 33 0.8477113 615 37 1.2576108 251 2924 0.9742783 6
1905 233 0.9687124 9 9494 1.1570046 9315 59 1.0078548 6
1905 233 0.9687124 13 15998 0.114069685 269 725 0.98403615 59
1905 233 0.9687124 13 15998 0.114069685 4642 184 0.9623818 23
1905 233 0.9687124 30 11636 2.1335795 71 559 1.470288 4
1905 233 0.9687124 30 11636 2.1335795 338 1746 1.8592455 6
1905 233 0.9687124 37 12175 1.5415074 1547 432 1.502993 11
1905 233 0.9687124 37 12175 1.5415074 1871 384 1.4990723 4
1905 233 0.9687124 37 12175 1.5415074 2303 364 1.5041811 0
1905 233 0.9687124 61 6278 1.1391914 1497 69 0.97733206 12
1905 233 0.9687124 63 1929 1.5922152 211 1993 0.9243597 0
1905 233 0.9687124 71 2591 1.1702008 8830 86 1.0447946 5
1905 233 0.9687124 75 1511 0.1060777 3216 189 0.9615748 14
1905 233 0.9687124 94 1900 0.6833679 931 66 0.9514777 8
1905 233 0.9687124 107 475 1.8075604 138 6409 1.2119753 0
1905 233 0.9687124 128 3009 1.0860529 1497 69 0.97733206 10
1905 233 0.9687124 128 3009 1.0860529 12863 50 0.87563777 14
1905 233 0.9687124 142 1404 0.10834528 3683 53 1.0026804 39
1905 233 0.9687124 148 697 1.1881479 1106 68 0.86636245 14
1905 233 0.9687124 164 5694 1.48724 755 246 1.4030343 14
1905 233 0.9687124 164 5694 1.48724 1309 294 1.4291341 5
1905 233 0.9687124 167 1276 1.1095731 6214 96 0.9494989 26
1905 233 0.9687124 167 1276 1.1095731 8940 67 0.997002 17
1906 114 0.5927123 138 3472 1.2212834 1556 435 0.64552295 12
1906 114 0.5927123 138 3472 1.2212834 4491 522 0.69464445 1
1906 114 0.5927123 151 609 0.7960834 1280 421 0.6962199 8
1906 114 0.5927123 151 609 0.7960834 4470 45 0.64879405 13
1906 114 0.5927123 151 609 0.7960834 4491 522 0.69464445 1
1906 114 0.5927123 151 609 0.7960834 6543 317 0.6721231 12
1906 114 0.5927123 176 348 1.0509782 7953 29 0.7146426 1
1906 114 0.5927123 228 607 0.7685801 6543 317 0.6721231 9
1906 114 0.5927123 272 641 0.78268814 604 457 0.7028272 6
1907 100 0.97244984 22 5858 1.4971094 12533 31 0.7769879 19
1907 100 0.97244984 30 11636 2.1335795 681 1254 1.5137497 4
1907 100 0.97244984 63 1929 1.5922152 185 606 0.9264517 25
1907 100 0.97244984 165 2257 1.3923465 2025 127 0.87736374 3
1909 17 0.71829367 30 11636 2.1335795 667 1748 1.6671951 2
1909 17 0.71829367 61 6278 1.1391914 80 70 0.81343496 0
1909 17 0.71829367 214 225 1.2636036 833 721 1.1153644 4
1910 23 0.8037461 37 12175 1.5415074 1750 185 1.2659155 1
1910 23 0.8037461 37 12175 1.5415074 2620 398 1.4386446 0
1910 23 0.8037461 61 6278 1.1391914 8868 147 0.9497965 2
1911 126 0.8485791 3 8431 0.13043459 1558 136 0.8448375 17
1911 126 0.8485791 3 8431 0.13043459 3907 62 0.847001 21
1911 126 0.8485791 3 8431 0.13043459 4436 115 0.8381019 9
1911 126 0.8485791 13 15998 0.114069685 1803 161 0.88533205 31
1911 126 0.8485791 13 15998 0.114069685 3098 107 0.8687955 23
1911 126 0.8485791 13 15998 0.114069685 6349 89 0.9168207 30
1911 126 0.8485791 13 15998 0.114069685 6918 94 0.83663315 17
1911 126 0.8485791 13 15998 0.114069685 9568 65 0.85616463 16
1911 126 0.8485791 71 2591 1.1702008 8830 86 1.0447946 1
1911 126 0.8485791 128 3009 1.0860529 3021 193 0.9565111 0
1911 126 0.8485791 164 5694 1.48724 909 484 1.5038769 1
1912 202 0.6533848 261 3500 1.1963279 878 48 0.62641567 15
1912 202 0.6533848 261 3500 1.1963279 1388 69 0.65630406 37
1912 202 0.6533848 261 3500 1.1963279 9200 18 0.58792156 35
1912 202 0.6533848 261 3500 1.1963279 11853 64 0.6463579 29
1912 202 0.6533848 261 3500 1.1963279 13142 24 0.5924733 32
1912 202 0.6533848 320 184 0.6389534 2034 62 0.64631015 35
1912 202 0.6533848 320 184 0.6389534 4387 71 0.6367177 34
1912 202 0.6533848 320 184 0.6389534 6314 58 0.65969634 33
1912 202 0.6533848 320 184 0.6389534 9068 58 0.59930295 11
1912 202 0.6533848 320 184 0.6389534 10008 17 0.5780685 40
1913 261 1.0037931 9 9494 1.1570046 1573 87 0.9546926 7
1913 261 1.0037931 13 15998 0.114069685 123 234 0.9795234 48
1913 261 1.0037931 13 15998 0.114069685 890 214 0.90553886 228
1913 261 1.0037931 13 15998 0.114069685 7820 92 0.9933992 15
1913 261 1.0037931 37 12175 1.5415074 1286 126 1.0125449 14
1913 261 1.0037931 37 12175 1.5415074 2480 317 1.0810791 5
1913 261 1.0037931 37 12175 1.5415074 4711 59 0.81832796 16
1913 261 1.0037931 43 5945 2.6499498 403 4670 2.2411892 0
1913 261 1.0037931 61 6278 1.1391914 2256 112 1.0023825 28
1913 261 1.0037931 61 6278 1.1391914 3653 56 0.8457104 19
1913 261 1.0037931 61 6278 1.1391914 6341 68 0.97582936 32
1913 261 1.0037931 128 3009 1.0860529 3653 56 0.8457104 25
1913 261 1.0037931 128 3009 1.0860529 3952 128 1.0092741 23
1913 261 1.0037931 128 3009 1.0860529 9840 101 1.0045812 3
1913 261 1.0037931 164 5694 1.48724 760 777 1.2289217 3
1913 261 1.0037931 164 5694 1.48724 1944 759 1.2959174 6
1913 261 1.0037931 164 5694 1.48724 11262 110 0.9712695 1
1914 34 0.6864392 137 721 1.1655209 1959 32 0.75984806 18
1915 27 0.7247357 40 2640 1.1776719 6542 88 0.9390557 1
1915 27 0.7247357 40 2640 1.1776719 8812 48 0.9082382 2
1915 27 0.7247357 43 5945 2.6499498 403 4670 2.2411892 1
1916 26 0.57075024 4 2262 1.2643551 9 3754 1.0777658 3
1916 26 0.57075024 171 2320 1.2290785 174 3111 1.0695355 1
1917 46 0.9193797 13 15998 0.114069685 7931 95 0.8978267 7
1917 46 0.9193797 24 2030 1.5031841 1474 670 1.298265 0
1917 46 0.9193797 30 11636 2.1335795 230 4525 1.9534371 2
1917 46 0.9193797 37 12175 1.5415074 682 1177 1.4112899 0
1919 29 0.8075679 37 12175 1.5415074 972 980 1.344464 2
1919 29 0.8075679 98 807 1.0485783 2854 53 0.9219815 47
1919 29 0.8075679 322 409 1.4983116 1818 1155 1.0139713 0
1920 82 0.9541499 9 9494 1.1570046 5801 60 0.93488073 6
1920 82 0.9541499 13 15998 0.114069685 5793 58 0.92364335 6
1920 82 0.9541499 30 11636 2.1335795 230 4525 1.9534371 5
1920 82 0.9541499 30 11636 2.1335795 241 689 1.7126361 8
1920 82 0.9541499 30 11636 2.1335795 667 1748 1.6671951 9
1920 82 0.9541499 42 2468 1.1266165 657 1581 1.1530162 0
1920 82 0.9541499 61 6278 1.1391914 3357 72 0.9400347 2
1921 55 0.6327872 123 688 1.251053 6433 255 0.9430699 45
1921 55 0.6327872 123 688 1.251053 8880 43 0.75835735 72
1921 55 0.6327872 147 423 0.8490477 6747 216 0.73563415 0
1921 55 0.6327872 327 172 0.60619295 5616 266 0.688415 3
1922 23 0.66700476 25 2245 1.5732281 6729 37 0.68377334 65
1922 23 0.66700476 103 738 1.2827405 375 1338 1.0026985 0
1923 71 0.8102111 28 5204 1.2002398 11506 10 0.62759715 2
1923 71 0.8102111 34 596 1.6279378 10793 70 0.842625 14
1923 71 0.8102111 34 596 1.6279378 12053 44 0.640287 5
1923 71 0.8102111 105 2055 0.39276186 4496 78 0.8055743 8
1924 143 0.66052717 14 652 0.8724493 1038 399 0.7376823 5
1924 143 0.66052717 49 2130 1.5262871 443 918 0.9600979 5
1924 143 0.66052717 49 2130 1.5262871 1785 1130 1.0359377 28
1924 143 0.66052717 49 2130 1.5262871 1792 139 0.915708 52
1924 143 0.66052717 49 2130 1.5262871 3839 465 0.96086586 34
1924 143 0.66052717 49 2130 1.5262871 5115 41 0.8248816 177
1924 143 0.66052717 49 2130 1.5262871 6771 47 0.69752324 146
1925 484 0.97723633 23 5186 1.2527578 545 284 1.284171 2
1925 484 0.97723633 70 421 1.1347625 7281 95 0.7069379 2
1925 484 0.97723633 95 142 0.78113145 12757 28 0.7486089 1
1925 484 0.97723633 97 2154 1.5502157 790 189 0.6126242 7
1925 484 0.97723633 97 2154 1.5502157 6549 144 0.66205263 4
1925 484 0.97723633 124 1153 1.287131 2637 698 0.7966663 9
1925 484 0.97723633 297 574 0.8115136 12849 11 0.6150747 1
1925 484 0.97723633 323 747 1.1498352 1410 528 1.016945 18
1925 484 0.97723633 323 747 1.1498352 2146 339 0.9172926 2
1925 484 0.97723633 411 760 1.2209017 11097 88 0.69886285 3
1925 484 0.97723633 419 480 1.3114848 1053 317 0.6859349 6
1925 484 0.97723633 524 220 1.2241721 138 6409 1.2119753 0
1926 134 1.0078198 9 9494 1.1570046 9583 68 0.98381776 7
1926 134 1.0078198 13 15998 0.114069685 3243 153 0.9440017 2
1926 134 1.0078198 13 15998 0.114069685 11455 48 0.9206809 56
1926 134 1.0078198 37 12175 1.5415074 3461 160 1.2817378 30
1926 134 1.0078198 37 12175 1.5415074 4157 113 0.97975254 23
1926 134 1.0078198 37 12175 1.5415074 4979 54 0.7703369 10
1926 134 1.0078198 37 12175 1.5415074 6298 196 1.0066015 2
1926 134 1.0078198 39 1908 0.6676264 1570 98 0.9384871 18
1926 134 1.0078198 43 5945 2.6499498 101 7235 1.6636782 1
1926 134 1.0078198 62 697 1.4763088 154 131 0.94743687 5
1926 134 1.0078198 63 1929 1.5922152 335 1383 0.9002866 1
1926 134 1.0078198 94 1900 0.6833679 9453 76 1.0223254 6
1926 134 1.0078198 454 76 1.0807966 798 113 0.76214683 1
1927 592 1.5071228 32 11547 2.1830208 151 32 0.94613487 318
1927 592 1.5071228 32 11547 2.1830208 243 58 0.93772244 360
1927 592 1.5071228 32 11547 2.1830208 595 194 0.979777 126
1927 592 1.5071228 32 11547 2.1830208 777 39 0.86256015 1600
1927 592 1.5071228 32 11547 2.1830208 864 21 0.8642172 1316
1927 592 1.5071228 32 11547 2.1830208 1646 152 1.0178239 704
1927 592 1.5071228 32 11547 2.1830208 2286 48 0.7956121 134
1927 592 1.5071228 32 11547 2.1830208 2576 73 0.9428896 269
1927 592 1.5071228 32 11547 2.1830208 2600 43 0.8969957 332
1927 592 1.5071228 32 11547 2.1830208 3150 114 0.9344144 424
1927 592 1.5071228 32 11547 2.1830208 4156 42 0.91141313 88
1927 592 1.5071228 32 11547 2.1830208 4322 58 0.9389765 258
1927 592 1.5071228 32 11547 2.1830208 4394 55 0.9466011 266
1927 592 1.5071228 32 11547 2.1830208 4621 140 0.8911985 66
1927 592 1.5071228 32 11547 2.1830208 4977 87 0.9043094 390
1927 592 1.5071228 32 11547 2.1830208 5044 29 0.8530388 232
1927 592 1.5071228 32 11547 2.1830208 5118 171 0.93258995 351
1927 592 1.5071228 32 11547 2.1830208 5481 69 0.9434503 838
1927 592 1.5071228 32 11547 2.1830208 5635 87 0.99055123 339
1927 592 1.5071228 32 11547 2.1830208 5750 81 0.8326271 263
1927 592 1.5071228 32 11547 2.1830208 5999 84 0.96509343 308
1927 592 1.5071228 32 11547 2.1830208 6021 59 0.859083 0
1927 592 1.5071228 32 11547 2.1830208 6200 39 0.89893794 445
1927 592 1.5071228 32 11547 2.1830208 6509 44 0.92296827 309
1927 592 1.5071228 32 11547 2.1830208 7491 70 0.78302866 184
1927 592 1.5071228 32 11547 2.1830208 7719 59 0.89985347 156
1927 592 1.5071228 32 11547 2.1830208 8232 80 0.8119999 285
1927 592 1.5071228 32 11547 2.1830208 8473 61 0.9093065 371
1927 592 1.5071228 32 11547 2.1830208 8608 26 0.76009417 801
1927 592 1.5071228 32 11547 2.1830208 9793 25 0.85938287 251
1927 592 1.5071228 32 11547 2.1830208 11319 55 0.9827366 158
1927 592 1.5071228 32 11547 2.1830208 11379 43 0.93915635 2121
1927 592 1.5071228 32 11547 2.1830208 12753 27 0.7614725 311
1927 592 1.5071228 32 11547 2.1830208 13702 14 0.88316464 141
1927 592 1.5071228 609 101 1.0491955 1927 592 1.5071228 0
1928 52 0.9776416 22 5858 1.4971094 626 293 0.990235 6
1928 52 0.9776416 485 77 1.0301287 8556 71 0.9076651 2
1929 456 1.0050228 23 5186 1.2527578 4004 161 1.3781211 2
1929 456 1.0050228 28 5204 1.2002398 7080 12 0.6518496 9
1929 456 1.0050228 34 596 1.6279378 2882 420 1.1703205 4
1929 456 1.0050228 43 5945 2.6499498 403 4670 2.2411892 0
1929 456 1.0050228 97 2154 1.5502157 1456 67 0.64506245 37
1929 456 1.0050228 97 2154 1.5502157 2074 141 0.64089423 27
1929 456 1.0050228 97 2154 1.5502157 3274 173 0.65266997 38
1929 456 1.0050228 97 2154 1.5502157 5119 80 0.6233495 23
1929 456 1.0050228 97 2154 1.5502157 6795 88 0.64072233 47
1929 456 1.0050228 97 2154 1.5502157 7172 95 0.60379 22
1929 456 1.0050228 97 2154 1.5502157 9739 77 0.59427667 24
1929 456 1.0050228 105 2055 0.39276186 1785 1130 1.0359377 2
1929 456 1.0050228 124 1153 1.287131 789 692 0.7670322 4
1929 456 1.0050228 124 1153 1.287131 3334 109 0.64414823 41
1929 456 1.0050228 124 1153 1.287131 9662 61 0.61052775 33
1929 456 1.0050228 132 760 1.3409277 9662 61 0.61052775 30
1929 456 1.0050228 297 574 0.8115136 11751 16 0.75359446 7
1929 456 1.0050228 326 1151 1.4170461 4166 243 1.0083084 0
1929 456 1.0050228 453 156 0.91077566 4069 156 0.7267304 0
1930 52 0.7333542 1 1278 1.0376266 9493 60 0.78883237 8
1930 52 0.7333542 19 2997 1.0815887 2797 428 0.91199744 2
1930 52 0.7333542 19 2997 1.0815887 4030 18 0.852949 4
1930 52 0.7333542 53 6196 1.0805618 2797 428 0.91199744 2
1930 52 0.7333542 53 6196 1.0805618 4565 71 0.8750657 0
1930 52 0.7333542 210 1010 1.7774765 9908 35 0.67795753 3
1930 52 0.7333542 276 411 0.9125267 2797 428 0.91199744 2
1930 52 0.7333542 398 296 1.0176413 8729 17 0.7560811 3
1930 52 0.7333542 964 21 0.34280545 12949 45 0.6773274 1
1932 7 0.57806057 326 1151 1.4170461 4166 243 1.0083084 0
1933 34 0.8812148 3 8431 0.13043459 632 58 0.8559682 6
1933 34 0.8812148 119 3740 1.4810672 4279 46 0.7088285 378
1934 19 0.7682993 257 300 0.76167685 1068 665 1.00422 4
1934 19 0.7682993 542 40 0.60799944 2028 1039 1.1372966 10
1935 68 0.94809735 32 11547 2.1830208 7417 59 0.8523684 665
1935 68 0.94809735 32 11547 2.1830208 10957 34 0.873986 5
1936 54 0.8384308 22 5858 1.4971094 5328 26 0.7138763 157
1936 54 0.8384308 37 12175 1.5415074 3237 185 0.91993314 1
1936 54 0.8384308 37 12175 1.5415074 9771 80 0.81153345 9
1936 54 0.8384308 146 1286 1.4700282 2539 807 0.9567228 0
1936 54 0.8384308 349 552 1.303503 4398 150 0.9592862 32
1937 182 0.97023135 140 2226 1.4425675 189 121 0.9420577 82
1937 182 0.97023135 140 2226 1.4425675 1751 146 0.95668113 10403
1937 182 0.97023135 140 2226 1.4425675 1793 99 0.9145756 25
1937 182 0.97023135 140 2226 1.4425675 1894 83 0.93546766 45
1937 182 0.97023135 140 2226 1.4425675 2868 93 0.9777948 198
1937 182 0.97023135 140 2226 1.4425675 4452 67 0.92389375 118
1937 182 0.97023135 140 2226 1.4425675 4802 46 0.92594975 92
1937 182 0.97023135 140 2226 1.4425675 13274 54 0.9151594 71
1938 189 0.99544036 27 2785 1.7825899 3179 43 0.8121431 92
1938 189 0.99544036 27 2785 1.7825899 4490 104 0.87851536 62
1938 189 0.99544036 27 2785 1.7825899 6298 196 1.0066015 6
1938 189 0.99544036 27 2785 1.7825899 6973 169 1.0764881 32
1938 189 0.99544036 27 2785 1.7825899 7484 72 0.77319634 26
1938 189 0.99544036 47 2728 1.3024851 948 81 0.90531856 183
1938 189 0.99544036 47 2728 1.3024851 1965 32 0.82228416 34
1938 189 0.99544036 47 2728 1.3024851 6294 49 0.8641546 116
1939 63 0.76823574 16 2835 1.790336 238 185 0.92709625 6
1939 63 0.76823574 16 2835 1.790336 1378 252 1.0324513 9
1940 16 0.5732785 138 3472 1.2212834 10 3576 1.076643 2
1941 90 0.72701603 16 2835 1.790336 364 234 1.0426968 13
1941 90 0.72701603 16 2835 1.790336 975 239 1.0299397 4
1941 90 0.72701603 26 12166 1.5635737 3752 85 0.8996329 61
1941 90 0.72701603 26 12166 1.5635737 4543 53 0.8638585 16
1942 244 1.0196991 27 2785 1.7825899 363 112 1.1127046 77
1942 244 1.0196991 27 2785 1.7825899 2004 543 1.2250779 15
1942 244 1.0196991 27 2785 1.7825899 2048 120 0.9388108 64
1942 244 1.0196991 27 2785 1.7825899 3502 196 0.9237166 58
1942 244 1.0196991 27 2785 1.7825899 4194 178 1.110931 75
1942 244 1.0196991 27 2785 1.7825899 7830 51 0.6591666 21
1942 244 1.0196991 27 2785 1.7825899 11098 49 0.79419255 9
1942 244 1.0196991 27 2785 1.7825899 13000 52 0.7501568 57
1942 244 1.0196991 47 2728 1.3024851 1041 73 0.9300387 171
1942 244 1.0196991 47 2728 1.3024851 4255 78 0.9870902 124
1942 244 1.0196991 47 2728 1.3024851 5916 107 0.9304787 28
1942 244 1.0196991 47 2728 1.3024851 6503 65 0.88628954 114
1942 244 1.0196991 47 2728 1.3024851 6515 113 0.9973853 19
1943 60 0.90003103 7 9466 1.1578392 7527 119 1.0007517 8
1943 60 0.90003103 21 2570 1.9369893 251 2924 0.9742783 0
1943 60 0.90003103 52 7268 1.8500432 129 925 1.5548675 3
1944 759 1.2959174 11 9465 1.7893641 1096 72 0.90683097 158
1944 759 1.2959174 11 9465 1.7893641 1863 63 0.90300256 166
1944 759 1.2959174 11 9465 1.7893641 2047 62 0.9213368 93
1944 759 1.2959174 11 9465 1.7893641 3069 99 1.0743599 235
1944 759 1.2959174 11 9465 1.7893641 3561 71 0.9136774 211
1944 759 1.2959174 11 9465 1.7893641 4214 108 0.9899367 77
1944 759 1.2959174 11 9465 1.7893641 4684 89 0.92205393 180
1944 759 1.2959174 11 9465 1.7893641 6124 162 1.031497 46
1944 759 1.2959174 11 9465 1.7893641 6343 88 1.0624684 354
1944 759 1.2959174 11 9465 1.7893641 9331 92 1.007896 172
1944 759 1.2959174 11 9465 1.7893641 10779 103 0.99495834 171
1944 759 1.2959174 11 9465 1.7893641 11058 119 1.0819498 111
1944 759 1.2959174 16 2835 1.790336 1048 72 0.808713 28
1944 759 1.2959174 16 2835 1.790336 2391 76 0.7627662 57
1944 759 1.2959174 16 2835 1.790336 6181 55 0.75377715 72
1944 759 1.2959174 16 2835 1.790336 7980 75 0.7700999 40
1944 759 1.2959174 16 2835 1.790336 8531 71 0.8343764 42
1944 759 1.2959174 16 2835 1.790336 9738 65 0.8419489 35
1944 759 1.2959174 16 2835 1.790336 10507 70 0.7910793 34
1944 759 1.2959174 26 12166 1.5635737 729 41 0.94222385 102
1944 759 1.2959174 26 12166 1.5635737 1762 97 1.0509849 96
1944 759 1.2959174 26 12166 1.5635737 2264 97 0.98269564 100
1944 759 1.2959174 26 12166 1.5635737 2941 115 0.9442422 84
1944 759 1.2959174 26 12166 1.5635737 3499 28 0.8927998 523
1944 759 1.2959174 26 12166 1.5635737 7931 95 0.8978267 52
1944 759 1.2959174 26 12166 1.5635737 9963 31 0.82188773 135
1944 759 1.2959174 26 12166 1.5635737 9980 56 0.98518574 8
1944 759 1.2959174 26 12166 1.5635737 13299 35 0.95923615 134
1944 759 1.2959174 72 3311 1.7173545 6124 162 1.031497 90
1944 759 1.2959174 72 3311 1.7173545 6787 97 0.9909857 103
1944 759 1.2959174 72 3311 1.7173545 8432 95 0.96294945 44
1944 759 1.2959174 72 3311 1.7173545 11398 66 0.93588364 75
1944 759 1.2959174 79 5680 1.5151062 5677 76 1.0077832 12
1944 759 1.2959174 79 5680 1.5151062 9841 40 0.8645316 4
1944 759 1.2959174 79 5680 1.5151062 10618 57 1.0702173 8
1944 759 1.2959174 79 5680 1.5151062 11528 32 0.9021177 19
1944 759 1.2959174 415 148 0.9972007 4990 156 0.7789084 1
1946 97 1.0354254 10 9439 1.8021008 1077 375 1.1592201 2
1946 97 1.0354254 20 12893 2.6776102 314 647 0.9949812 18
1946 97 1.0354254 20 12893 2.6776102 1381 509 0.9221102 23
1946 97 1.0354254 20 12893 2.6776102 2407 185 0.9976259 132
1946 97 1.0354254 20 12893 2.6776102 6637 146 0.83120793 45
1947 42 0.884802 22 5858 1.4971094 3258 273 0.86886793 5
1947 42 0.884802 30 11636 2.1335795 2484 766 1.5062926 3
1947 42 0.884802 63 1929 1.5922152 211 1993 0.9243597 0
1947 42 0.884802 168 2909 2.2759562 2731 639 1.6463255 0
1948 11 0.67832834 38 5952 1.5031438 1947 42 0.884802 8
1948 11 0.67832834 38 5952 1.5031438 6686 38 0.7619907 68
1949 108 0.88527167 13 15998 0.114069685 4342 102 0.920472 7
1949 108 0.88527167 13 15998 0.114069685 7199 58 0.86028194 16
1949 108 0.88527167 37 12175 1.5415074 5994 131 1.137621 51
1949 108 0.88527167 39 1908 0.6676264 6093 45 0.8530412 484
1949 108 0.88527167 39 1908 0.6676264 6565 53 0.93210936 9
1949 108 0.88527167 43 5945 2.6499498 101 7235 1.6636782 1
1949 108 0.88527167 94 1900 0.6833679 1975 111 0.93747896 4
1949 108 0.88527167 94 1900 0.6833679 2272 84 0.9228563 29
1949 108 0.88527167 485 77 1.0301287 8556 71 0.9076651 1
1950 100 0.99181587 10 9439 1.8021008 369 655 1.3938969 2
1950 100 0.99181587 10 9439 1.8021008 1495 200 0.9479212 25
1950 100 0.99181587 19 2997 1.0815887 9555 60 0.9162705 5
1950 100 0.99181587 44 2649 1.7767434 4 2908 1.4201012 0
1950 100 0.99181587 44 2649 1.7767434 129 925 1.5548675 2
1950 100 0.99181587 50 3310 1.7224858 4232 166 1.1330929 17
1950 100 0.99181587 56 1210 1.8690466 138 6409 1.2119753 0
1950 100 0.99181587 157 1285 1.0962837 12646 37 0.8853712 1
1950 100 0.99181587 172 850 1.0539608 8180 226 0.9529317 0
1950 100 0.99181587 209 978 1.6280367 657 1581 1.1530162 0
1951 93 0.946793 3 8431 0.13043459 2521 177 0.94490266 13
1951 93 0.946793 3 8431 0.13043459 3507 236 0.9528636 7
